Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (m),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers,Mach number,Reynolds number ,Thrust (N),Drag force (N),Drag coefficient,Axial drag coefficient,Friction drag coefficient,Pressure drag coefficient,Base drag coefficient,Normal force coefficient,Pitch moment coefficient,Yaw moment coefficient,Side force coefficient,Roll moment coefficient,Roll forcing coefficient,Roll damping coefficient,Pitch damping coefficient,Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s),Air_density(kg/m^3),cross sectional area(m)
10.45,642.2556624,-12.700711199999999,-0.76,42.038,0.83,39.815,0.05,12.135612,0.072,5.557,0.335,28.61,-80.6,0.998,152.202,-4.232e-07,0.037,1.09e-06,612.886,130.0,2.105,0.021,37.98,28.454,3.175,0.038,930400.0,0.0,-0.342,0.696,-0.808,0.302,0.274,0.12,5.79,-0.064,0.0002597,0.0,0.0,0.0,0.0,0.144,0.0001677,3.0,7.069,62.481,0.042,5.76,52.427,938.849,1109.502,0.05,0.068,1.22264,0.19558
10.5,641.61162,-13.066775999999999,-0.733,43.305,0.821,39.523,0.05,12.046610400000002,0.073,6.123,0.369,28.61,-80.6,0.998,151.594,-4.242e-07,0.036,-2.825e-07,612.886,130.0,2.105,0.021,37.794,28.454,3.113,0.039,957200.0,0.0,-0.357,0.696,-0.798,0.302,0.274,0.12,6.049,-0.533,0.0002595,0.0,0.0,0.0,0.0,0.13,0.0001728,3.0,7.069,61.823,0.042,6.295,52.435,938.921,1109.51,0.05,0.068,1.22264,0.19558
10.55,640.9492896,-13.420953599999999,-0.712,44.544,0.811,39.202,0.05,11.9487696,0.073,6.733,0.39,28.61,-80.6,0.998,152.025,-4.213e-07,0.034,4.152e-07,612.886,130.0,2.105,0.021,37.781,28.454,3.109,0.04,983300.0,0.0,-0.38,0.696,-0.805,0.302,0.274,0.12,6.103,-0.507,0.000495,0.0,0.0,0.0,0.0,0.112,0.0001779,3.0,7.069,61.189,0.042,6.09,52.443,938.994,1109.519,0.05,0.068,1.22264,0.19558
10.6,640.2695856,-13.7638536,-0.687,45.757,0.803,38.849,0.05,11.8411752,0.074,7.381,0.417,28.61,-80.6,0.998,152.035,-4.065e-07,0.032,1.659e-06,612.886,130.0,2.105,0.021,37.699,28.454,3.082,0.041,1009000.0,0.0,-0.4,0.696,-0.805,0.302,0.274,0.12,6.241,-0.681,-0.0004315,0.0,0.0,0.0,0.0,0.094,0.0001828,3.0,7.069,60.587,0.042,6.241,52.451,939.07,1109.527,0.05,0.068,1.22264,0.19558
10.65,639.5731176,-14.095171200000001,-0.664,46.943,0.796,38.463,0.05,11.7235224,0.075,8.069,0.438,28.61,-80.6,0.998,152.442,-4.237e-07,0.03,3.868e-07,612.886,130.0,2.105,0.021,37.689,28.454,3.078,0.042,1034000.0,0.0,-0.424,0.696,-0.812,0.302,0.274,0.12,6.29,-0.652,-0.0002532,0.0,0.0,0.0,0.0,0.078,0.0001876,3.0,7.069,60.025,0.042,6.117,52.459,939.148,1109.536,0.05,0.068,1.22264,0.19558
10.7,638.8601904000001,-14.415516000000002,-0.642,48.105,0.789,38.042,0.05,11.595201600000001,0.075,8.789,0.458,28.61,-80.6,0.998,152.883,-4.171e-07,0.028,-4.081e-08,612.886,130.0,2.105,0.021,37.688,28.454,3.078,0.043,1058000.0,0.0,-0.448,0.696,-0.819,0.302,0.274,0.12,6.325,-0.6,0.0001448,0.0,0.0,0.0,0.0,0.063,0.0001924,3.0,7.069,59.505,0.042,5.997,52.467,939.227,1109.546,0.05,0.069,1.22264,0.19558
10.75,638.1317184000001,-14.7251928,-0.621,49.244,0.782,37.584,0.05,11.455603200000002,0.076,9.54,0.475,28.61,-80.6,0.998,153.489,-4.194e-07,0.026,-8.947e-07,612.886,130.0,2.105,0.021,37.721,28.454,3.089,0.044,1082000.0,0.0,-0.474,0.696,-0.828,0.302,0.274,0.12,6.316,-0.455,5.09e-05,0.0,0.0,0.0,0.0,0.052,0.000197,3.0,7.069,59.024,0.042,5.766,52.476,939.309,1109.555,0.05,0.069,1.22264,0.19558
10.8,637.3880064000001,-15.024201600000001,-0.598,50.361,0.777,37.087,0.05,11.304117600000001,0.077,10.321,0.497,28.61,-80.6,0.998,153.764,-4.107e-07,0.024,-6.924e-07,612.886,130.0,2.105,0.021,37.699,28.454,3.082,0.045,1106000.0,0.0,-0.496,0.696,-0.832,0.302,0.274,0.12,6.376,-0.475,-0.0002908,0.0,0.0,0.0,0.0,0.043,0.0002016,3.0,7.069,58.577,0.042,5.847,52.485,939.392,1109.565,0.05,0.069,1.22264,0.19558
10.85,636.6293592000001,-15.312237600000001,-0.578,51.456,0.772,36.551,0.05,11.140744800000002,0.078,11.133,0.512,28.61,-80.6,0.998,154.37,-4.061e-07,0.022,4.1e-07,612.886,130.0,2.105,0.021,37.741,28.454,3.096,0.046,1129000.0,0.0,-0.523,0.696,-0.84,0.302,0.274,0.12,6.351,-0.311,0.0001265,0.0,0.0,0.0,0.0,0.036,0.0002062,3.0,7.069,58.163,0.042,5.668,52.494,939.476,1109.575,0.05,0.069,1.22264,0.19558
10.9,635.856996,-15.590215200000001,-0.557,52.532,0.768,35.973,0.049,10.9645704,0.079,11.971,0.528,28.61,-80.6,0.998,154.909,-4.053e-07,0.021,8.705e-07,612.886,130.0,2.105,0.021,37.775,28.454,3.107,0.046,1152000.0,0.0,-0.549,0.696,-0.848,0.302,0.274,0.12,6.334,-0.174,-0.0002811,0.0,0.0,0.0,0.0,0.031,0.0002106,3.0,7.069,57.773,0.042,5.566,52.503,939.562,1109.585,0.05,0.069,1.22264,0.19558
10.95,635.0706120000001,-15.857524800000002,-0.533,53.587,0.767,35.353,0.049,10.775594400000001,0.08,12.84,0.552,28.61,-80.6,0.998,155.051,-4.133e-07,0.02,7.675e-07,612.886,130.0,2.105,0.021,37.739,28.454,3.095,0.047,1173000.0,0.0,-0.57,0.696,-0.849,0.302,0.274,0.12,6.407,-0.245,-0.0001342,0.0,0.0,0.0,0.0,0.027,0.000215,3.0,7.069,57.399,0.042,5.851,52.512,939.65,1109.595,0.05,0.07,1.22264,0.19558
11,634.2714264000001,-16.114776,-0.517,54.625,0.761,34.689,0.049,10.5732072,0.081,13.732,0.558,28.61,-80.6,0.998,155.955,-4.172e-07,0.02,8.866e-07,612.886,130.0,2.105,0.021,37.851,28.454,3.132,0.048,1196000.0,0.0,-0.601,0.696,-0.861,0.301,0.274,0.12,6.286,0.11,-0.0003132,0.0,0.0,0.0,0.0,0.025,0.0002194,3.0,7.069,57.041,0.042,5.437,52.521,939.739,1109.606,0.05,0.07,1.22264,0.19558
11.05,633.4594392,-16.3641024,-0.499,55.648,0.757,33.98,0.049,10.357104,0.082,14.638,0.569,28.61,-80.6,0.998,156.601,-4.178e-07,0.021,1.343e-06,612.886,130.0,2.105,0.021,37.918,28.454,3.155,0.049,1218000.0,0.0,-0.628,0.696,-0.868,0.301,0.274,0.12,6.222,0.331,-0.0003918,0.0,0.0,0.0,0.0,0.027,0.0002237,3.0,7.069,56.674,0.042,5.24,52.531,939.83,1109.616,0.05,0.071,1.22264,0.19558
11.1,632.6349552,-16.604284800000002,-0.481,56.655,0.752,33.225,0.048,10.126980000000001,0.083,15.561,0.579,28.61,-80.6,0.998,157.218,-4.223e-07,0.023,2.324e-06,612.886,130.0,2.105,0.021,37.983,28.454,3.176,0.05,1240000.0,0.0,-0.656,0.696,-0.874,0.301,0.274,0.12,6.158,0.542,-0.0004641,0.0,0.0,0.0,0.0,0.032,0.000228,3.0,7.069,56.277,0.042,5.029,52.541,939.922,1109.627,0.05,0.071,1.22264,0.19558
11.15,631.7991936,-16.834104,-0.456,57.644,0.753,32.423,0.048,9.8825304,0.084,16.509,0.6,28.61,-80.6,0.998,156.936,-4.132e-07,0.026,5.458e-06,612.886,130.0,2.105,0.021,37.925,28.454,3.157,0.051,1258000.0,0.0,-0.673,0.696,-0.871,0.301,0.274,0.12,6.235,0.37,-0.0002998,0.0,0.0,0.0,0.0,0.038,0.0002322,3.0,7.069,55.837,0.042,5.675,52.551,940.015,1109.638,0.05,0.072,1.22264,0.19558
11.2,630.9518496000001,-17.0538648,-0.44,58.616,0.746,31.574,0.047,9.623755200000002,0.086,17.476,0.603,28.61,-80.6,0.998,157.328,-4.176e-07,0.028,4.617e-06,612.886,130.0,2.105,0.021,38.005,28.454,3.184,0.052,1278000.0,0.0,-0.698,0.696,-0.875,0.301,0.274,0.12,6.128,0.595,0.0004894,0.0,0.0,0.0,0.0,0.045,0.0002363,3.0,7.069,55.354,0.041,5.607,52.561,940.11,1109.649,0.05,0.072,1.22264,0.19558
11.25,630.0938376,-17.264481600000003,-0.418,59.572,0.744,30.675,0.047,9.3500448,0.088,18.455,0.615,28.61,-80.6,0.998,157.326,-3.96e-07,0.031,5.928e-06,612.886,130.0,2.105,0.021,38.005,28.454,3.184,0.052,1297000.0,0.0,-0.718,0.696,-0.875,0.301,0.274,0.12,6.129,0.584,-0.0001603,0.0,0.0,0.0,0.0,0.054,0.0002404,3.0,7.069,54.817,0.041,5.888,52.571,940.205,1109.66,0.05,0.072,1.22264,0.19558
11.3,629.2254624,-17.4653448,-0.4,60.51,0.736,29.728,0.046,9.061094400000002,0.089,19.446,0.618,28.61,-80.6,0.998,157.645,-4.171e-07,0.035,3.282e-06,612.886,130.0,2.105,0.021,38.071,28.454,3.206,0.053,1317000.0,0.0,-0.743,0.696,-0.879,0.301,0.274,0.12,6.042,0.759,-5.009e-06,0.0,0.0,0.0,0.0,0.066,0.0002444,3.0,7.069,54.217,0.041,5.763,52.581,940.302,1109.671,0.05,0.072,1.22264,0.19558
11.35,628.3473336000001,-17.6564544,-0.379,61.43,0.729,28.731,0.046,8.7572088,0.091,20.444,0.622,28.61,-80.6,0.998,157.839,-4.222e-07,0.04,5.086e-06,612.886,130.0,2.105,0.021,38.11,28.454,3.219,0.054,1336000.0,0.0,-0.767,0.696,-0.88,0.301,0.274,0.12,5.99,0.856,-0.0002936,0.0,0.0,0.0,0.0,0.083,0.0002484,3.0,7.069,53.538,0.041,5.675,52.591,940.4,1109.683,0.05,0.073,1.22264,0.19558
11.4,627.4600608000001,-17.835372,-0.35,62.325,0.727,27.683,0.045,8.437778400000001,0.094,21.457,0.637,28.61,-80.6,0.998,157.605,-4.058e-07,0.045,7.267e-06,612.886,130.0,2.105,0.021,38.062,28.454,3.203,0.055,1353000.0,0.0,-0.785,0.696,-0.878,0.301,0.274,0.12,6.053,0.701,0.0001851,0.0,0.0,0.0,0.0,0.101,0.0002523,3.0,7.069,52.772,0.041,5.961,52.602,940.499,1109.694,0.05,0.073,1.22264,0.19558
11.45,626.5642536,-18.0017928,-0.328,63.195,0.716,26.585,0.045,8.103108,0.096,22.481,0.636,28.61,-80.6,0.998,157.913,-4.283e-07,0.05,5.871e-06,612.886,130.0,2.105,0.021,38.126,28.454,3.224,0.055,1373000.0,0.0,-0.811,0.696,-0.881,0.301,0.274,0.12,5.97,0.862,0.0003765,0.0,0.0,0.0,0.0,0.12,0.0002561,3.0,7.069,51.923,0.041,5.553,52.612,940.599,1109.706,0.05,0.073,1.22264,0.19558
11.5,625.6602168,-18.1541928,-0.293,64.036,0.714,25.435,0.044,7.752588,0.099,23.517,0.652,28.61,-80.6,0.998,157.564,-4.392e-07,0.055,2.541e-06,612.886,130.0,2.105,0.021,38.054,28.454,3.2,0.056,1389000.0,0.0,-0.827,0.696,-0.878,0.301,0.274,0.12,6.064,0.637,0.000372,0.0,0.0,0.0,0.0,0.141,0.0002599,3.0,7.069,50.982,0.04,5.784,52.623,940.7,1109.718,0.05,0.073,1.22264,0.19558
11.55,624.7488648000001,-18.2883048,-0.253,64.84,0.716,24.233,0.043,7.386218400000001,0.102,24.58,0.67,28.61,-80.6,0.998,157.055,-3.836e-07,0.058,4.786e-06,612.886,130.0,2.105,0.021,37.949,28.454,3.165,0.057,1403000.0,0.0,-0.839,0.696,-0.873,0.301,0.274,0.12,6.203,0.324,2.329e-05,0.0,0.0,0.0,0.0,0.155,0.0002635,3.0,7.069,49.97,0.04,6.142,52.634,940.801,1109.73,0.05,0.074,1.22264,0.19558
11.6,623.8317216,-18.4032144,-0.216,65.607,0.715,22.977,0.043,7.0033896,0.106,25.667,0.681,28.61,-80.6,0.998,156.713,-4.214e-07,0.059,7.172e-07,612.886,130.0,2.105,0.021,37.879,28.454,3.142,0.057,1418000.0,0.0,-0.853,0.696,-0.869,0.301,0.274,0.12,6.297,0.117,7.823e-05,0.0,0.0,0.0,0.0,0.159,0.0002669,3.0,7.069,48.917,0.04,6.288,52.644,940.904,1109.741,0.05,0.074,1.22264,0.19558
11.65,622.909092,-18.500445600000003,-0.18,66.337,0.711,21.666,0.042,6.6037968000000005,0.111,26.768,0.688,28.61,-80.6,0.998,156.492,-3.714e-07,0.059,3.514e-06,612.886,130.0,2.105,0.021,37.833,28.454,3.126,0.058,1432000.0,0.0,-0.868,0.696,-0.867,0.301,0.274,0.12,6.358,-0.013,0.0004021,0.0,0.0,0.0,0.0,0.158,0.0002703,3.0,7.069,47.849,0.04,6.293,52.655,941.007,1109.753,0.05,0.074,1.22264,0.19558
11.7,621.9818904,-18.5793888,-0.142,67.031,0.712,20.3,0.041,6.1874400000000005,0.116,27.883,0.697,28.61,-80.6,0.998,156.134,-4.027e-07,0.059,9.686e-07,612.886,130.0,2.105,0.021,37.759,28.454,3.102,0.058,1445000.0,0.0,-0.879,0.696,-0.863,0.301,0.274,0.12,6.459,-0.22,0.000102,0.0,0.0,0.0,0.0,0.151,0.0002735,3.0,7.069,46.784,0.04,6.48,52.666,941.11,1109.766,0.05,0.074,1.22264,0.19558
11.75,621.051336,-18.6406536,-0.107,67.688,0.71,18.877,0.04,5.7537096,0.122,29.008,0.702,28.61,-80.6,0.998,155.896,-4.309e-07,0.057,-5.582e-07,612.886,130.0,2.105,0.021,37.709,28.454,3.085,0.059,1457000.0,0.0,-0.891,0.696,-0.86,0.301,0.274,0.12,6.526,-0.35,-0.000379,0.0,0.0,0.0,0.0,0.139,0.0002766,3.0,7.069,45.746,0.04,6.57,52.677,941.214,1109.778,0.05,0.074,1.22264,0.19558
11.8,620.1180384,-18.6869832,-0.082,68.313,0.699,17.399,0.039,5.3032152,0.129,30.132,0.695,28.61,-80.6,0.998,156.05,-4.558e-07,0.054,-1.366e-06,612.886,130.0,2.105,0.021,37.741,28.454,3.096,0.059,1472000.0,0.0,-0.911,0.696,-0.862,0.301,0.274,0.12,6.482,-0.245,0.0001176,0.0,0.0,0.0,0.0,0.126,0.0002796,3.0,7.069,44.748,0.04,6.224,52.688,941.318,1109.79,0.05,0.075,1.22264,0.19558
11.85,619.1829120000001,-18.721730400000002,-0.059,68.911,0.687,15.864,0.038,4.8353472,0.139,31.241,0.685,28.61,-80.6,0.998,156.279,-4.361e-07,0.053,-5.119e-07,612.886,130.0,2.105,0.021,37.789,28.454,3.112,0.06,1487000.0,0.0,-0.933,0.696,-0.865,0.301,0.274,0.12,6.418,-0.099,-0.0003031,0.0,0.0,0.0,0.0,0.118,0.0002825,3.0,7.069,43.781,0.04,5.799,52.699,941.422,1109.802,0.05,0.075,1.22264,0.19558
11.9,618.2462616,-18.743676,-0.031,69.48,0.683,14.275,0.037,4.35102,0.15,32.34,0.682,28.61,-80.6,0.998,156.216,-4.365e-07,0.052,1.531e-06,612.886,130.0,2.105,0.021,37.776,28.454,3.107,0.06,1499000.0,0.0,-0.947,0.696,-0.864,0.301,0.274,0.12,6.435,-0.132,0.0003115,0.0,0.0,0.0,0.0,0.112,0.0002852,3.0,7.069,42.83,0.04,5.747,52.71,941.527,1109.814,0.05,0.075,1.22264,0.19558
11.95,617.3086968,-18.7488576,0.008,70.017,0.692,12.63,0.036,3.8496240000000004,0.165,33.446,0.692,28.61,-80.6,0.998,155.603,-3.878e-07,0.05,1.87e-06,612.886,130.0,2.105,0.021,37.648,28.454,3.065,0.061,1503000.0,0.0,-0.944,0.696,-0.857,0.301,0.274,0.12,6.609,-0.49,0.0003958,0.0,0.0,0.0,0.0,0.102,0.0002879,3.0,7.069,41.905,0.039,6.452,52.721,941.631,1109.826,0.05,0.075,1.22264,0.19558
12,616.3714368,-18.7397136,0.029,70.526,0.682,10.93,0.035,3.331464,0.186,34.551,0.682,28.61,-80.6,0.998,155.741,-4.272e-07,0.047,9.683e-07,612.886,130.0,2.105,0.021,37.677,28.454,3.074,0.061,1514000.0,0.0,-0.96,0.696,-0.858,0.301,0.274,0.12,6.57,-0.391,-0.000447,0.0,0.0,0.0,0.0,0.087,0.0002905,3.0,7.069,41.037,0.039,6.265,52.732,941.736,1109.839,0.05,0.075,1.22264,0.19558
12.05,615.4347864,-18.721730400000002,0.045,71.013,0.671,9.175,0.034,2.7968448,0.214,35.638,0.669,28.61,-80.6,0.998,155.961,-3.926e-07,0.044,4.75e-06,612.886,130.0,2.105,0.021,37.723,28.454,3.09,0.061,1526000.0,0.0,-0.977,0.696,-0.861,0.301,0.274,0.12,6.507,-0.25,-0.0001411,0.0,0.0,0.0,0.0,0.077,0.0002929,3.0,7.069,40.221,0.039,6.023,52.743,941.84,1109.851,0.05,0.076,1.22264,0.19558
12.1,614.4996600000001,-18.6930792,0.07,71.478,0.671,7.367,0.033,2.2454616,0.258,36.714,0.668,28.61,-80.6,0.998,155.724,-4.104e-07,0.042,1.032e-06,612.886,130.0,2.105,0.021,37.674,28.454,3.073,0.062,1530000.0,0.0,-0.98,0.696,-0.858,0.301,0.274,0.12,6.575,-0.383,-0.0003995,0.0,0.0,0.0,0.0,0.068,0.0002954,3.0,7.069,39.447,0.039,6.437,52.754,941.945,1109.863,0.05,0.076,1.22264,0.19558
12.15,613.5657528,-18.652845600000003,0.093,71.923,0.672,5.504,0.032,1.6776191999999999,0.334,37.786,0.665,28.61,-80.6,0.998,155.501,-4.379e-07,0.038,-5.085e-07,612.886,130.0,2.105,0.021,37.627,28.454,3.058,0.062,1534000.0,0.0,-0.982,0.696,-0.855,0.301,0.274,0.12,6.638,-0.506,-0.0004857,0.0,0.0,0.0,0.0,0.057,0.0002977,3.0,7.069,38.727,0.039,6.91,52.766,942.049,1109.875,0.05,0.076,1.22264,0.19558
12.2,612.634284,-18.6071256,0.095,72.354,0.649,3.588,0.031,1.0939272,0.493,38.838,0.643,28.61,-80.6,0.998,156.117,-3.977e-07,0.036,2.714e-06,612.886,130.0,2.105,0.021,37.755,28.454,3.101,0.062,1548000.0,0.0,-1.008,0.696,-0.863,0.301,0.274,0.121,6.464,-0.128,-0.0001573,0.0,0.0,0.0,0.0,0.049,0.0003,3.0,7.069,38.068,0.039,6.305,52.776,942.153,1109.887,0.05,0.076,1.22264,0.19558
12.25,611.7052536,-18.557138400000003,0.11,72.773,0.645,1.621,0.03,0.49408080000000004,1.048,39.865,0.635,28.61,-80.6,0.998,156.089,-3.899e-07,0.035,2.921e-06,612.886,130.0,2.105,0.021,37.75,28.454,3.099,0.063,1553000.0,0.0,-1.014,0.696,-0.862,0.301,0.274,0.121,6.471,-0.141,-0.0002273,0.0,0.0,0.0,0.0,0.046,0.0003022,3.0,7.069,37.435,0.039,6.597,52.787,942.256,1109.899,0.05,0.076,1.22264,0.19558
12.3,610.7786616,-18.504408,0.107,73.182,0.618,-0.398,0.028,0.1216152,175.913,40.865,0.608,28.61,-80.6,0.998,156.922,-4.058e-07,0.036,6.774e-07,612.886,130.0,2.105,0.021,37.922,28.454,3.156,0.063,1571000.0,0.0,-1.049,0.696,-0.872,0.301,0.274,0.121,6.239,0.354,7.499e-05,0.0,0.0,0.0,0.0,0.047,0.0003044,3.0,7.069,36.81,0.039,5.647,52.798,942.36,1109.911,0.05,0.077,1.22264,0.19558
12.35,609.8548128,-18.449544000000003,0.118,73.579,0.607,-2.465,0.027,0.751332,179.37,41.834,0.596,28.61,-80.6,0.998,157.121,-4.316e-07,0.039,-1.74e-06,612.886,130.0,2.105,0.021,37.963,28.454,3.17,0.064,1580000.0,0.0,-1.064,0.696,-0.874,0.301,0.274,0.121,6.185,0.463,9.069e-06,0.0,0.0,0.0,0.0,0.056,0.0003065,3.0,7.069,36.141,0.039,5.489,52.809,942.463,1109.924,0.05,0.077,1.22264,0.19558
12.4,608.9337072000001,-18.3867552,0.138,73.957,0.605,-4.581,0.026,1.3962888000000002,179.677,42.787,0.589,28.61,-80.6,0.998,156.997,-4.456e-07,0.042,-3.371e-06,612.886,130.0,2.105,0.021,37.938,28.454,3.161,0.064,1585000.0,0.0,-1.069,0.696,-0.872,0.301,0.274,0.121,6.219,0.379,-0.0001891,0.0,0.0,0.0,0.0,0.066,0.0003086,3.0,7.069,35.406,0.039,5.69,52.82,942.566,1109.935,0.05,0.078,1.22264,0.19558
12.45,608.0162592,-18.3148224,0.156,74.313,0.598,-6.744,0.024,2.0555712,179.792,43.725,0.577,28.61,-80.6,0.998,157.089,-4.218e-07,0.046,8.871e-07,612.886,130.0,2.105,0.021,37.957,28.454,3.168,0.064,1595000.0,0.0,-1.083,0.696,-0.873,0.301,0.274,0.121,6.194,0.424,0.0003294,0.0,0.0,0.0,0.0,0.076,0.0003105,3.0,7.069,34.611,0.039,5.475,52.831,942.668,1109.947,0.05,0.078,1.22264,0.19558
12.5,607.1024688,-18.231612000000002,0.184,74.643,0.603,-8.953,0.023,2.7288744,179.852,44.651,0.574,28.61,-80.6,0.998,156.675,-4.474e-07,0.048,-1.925e-06,612.886,130.0,2.105,0.021,37.871,28.454,3.139,0.064,1595000.0,0.0,-1.078,0.696,-0.869,0.301,0.274,0.121,6.308,0.17,-0.0003711,0.0,0.0,0.0,0.0,0.085,0.0003124,3.0,7.069,33.759,0.039,5.935,52.842,942.77,1109.959,0.05,0.078,1.22264,0.19558
12.55,606.1932504,-18.137124,0.202,74.945,0.594,-11.208,0.022,3.4161984000000003,179.889,45.562,0.559,28.61,-80.6,0.998,156.797,-3.527e-07,0.05,4.518e-06,612.886,130.0,2.105,0.021,37.896,28.454,3.148,0.065,1606000.0,0.0,-1.094,0.696,-0.87,0.301,0.274,0.121,6.274,0.237,-0.0003775,0.0,0.0,0.0,0.0,0.09,0.0003142,3.0,7.069,32.872,0.039,5.537,52.852,942.871,1109.971,0.05,0.079,1.22264,0.19558
12.6,605.2889088000001,-18.031358400000002,0.228,75.218,0.596,-13.509,0.02,4.1175432,179.914,46.454,0.55,28.61,-80.6,0.998,156.552,-3.655e-07,0.052,4.878e-06,612.886,130.0,2.105,0.021,37.846,28.454,3.131,0.065,1609000.0,0.0,-1.095,0.696,-0.868,0.301,0.274,0.121,6.342,0.087,5.439e-05,0.0,0.0,0.0,0.0,0.095,0.0003158,3.0,7.069,31.953,0.038,5.649,52.863,942.972,1109.983,0.05,0.079,1.22264,0.19558
12.65,604.3903584,-17.9134008,0.252,75.46,0.595,-15.854,0.019,4.8322992,179.932,47.33,0.538,28.61,-80.6,0.998,156.382,-4.524e-07,0.052,-1.852e-06,612.886,130.0,2.105,0.021,37.811,28.454,3.119,0.065,1614000.0,0.0,-1.099,0.696,-0.866,0.301,0.274,0.121,6.389,-0.015,0.0003966,0.0,0.0,0.0,0.0,0.095,0.0003173,3.0,7.069,31.021,0.038,5.625,52.874,943.072,1109.995,0.05,0.079,1.22264,0.19558
12.7,603.4979040000001,-17.783556,0.277,75.672,0.596,-18.242,0.017,5.560161600000001,179.946,48.188,0.528,28.61,-80.6,0.998,156.122,-3.823e-07,0.051,1.256e-06,612.886,130.0,2.105,0.021,37.757,28.454,3.101,0.065,1616000.0,0.0,-1.098,0.696,-0.863,0.301,0.274,0.121,6.462,-0.167,0.0004765,0.0,0.0,0.0,0.0,0.092,0.0003187,3.0,7.069,30.091,0.038,5.753,52.884,943.172,1110.006,0.05,0.08,1.22264,0.19558
12.75,602.6121552000001,-17.6415192,0.301,75.854,0.599,-20.672,0.016,6.3008256000000005,179.957,49.029,0.518,28.61,-80.6,0.998,155.736,-4.317e-07,0.049,-4.447e-07,612.886,130.0,2.105,0.021,37.676,28.454,3.074,0.065,1613000.0,0.0,-1.089,0.696,-0.858,0.301,0.274,0.121,6.571,-0.39,-9.805e-05,0.0,0.0,0.0,0.0,0.084,0.00032,3.0,7.069,29.191,0.038,6.135,52.895,943.271,1110.018,0.05,0.08,1.22264,0.19558
12.8,601.7337216000001,-17.4906432,0.314,76.012,0.59,-23.144,0.014,7.0542912,179.965,49.848,0.5,28.61,-80.6,0.998,155.833,-3.833e-07,0.046,7.949e-07,612.886,130.0,2.105,0.021,37.697,28.454,3.081,0.065,1620000.0,0.0,-1.099,0.696,-0.86,0.301,0.274,0.121,6.544,-0.321,-0.0003996,0.0,0.0,0.0,0.0,0.073,0.0003212,3.0,7.069,28.344,0.038,5.832,52.905,943.369,1110.029,0.05,0.081,1.22264,0.19558
12.85,600.8632128,-17.332756800000002,0.33,76.147,0.589,-25.656,0.013,7.8199488,179.972,50.643,0.488,28.61,-80.6,0.998,155.557,-4.186e-07,0.042,-6.443e-07,612.886,130.0,2.105,0.021,37.639,28.454,3.062,0.065,1616000.0,0.0,-1.09,0.696,-0.856,0.301,0.274,0.121,6.622,-0.477,3.772e-05,0.0,0.0,0.0,0.0,0.062,0.0003223,3.0,7.069,27.554,0.038,6.214,52.915,943.466,1110.041,0.05,0.081,1.22264,0.19558
12.9,600.0006288000001,-17.169079200000002,0.337,76.265,0.58,-28.208,0.011,8.5977984,179.978,51.415,0.472,28.61,-80.6,0.998,155.553,-4.212e-07,0.038,-2.787e-06,612.886,130.0,2.105,0.021,37.638,28.454,3.061,0.065,1617000.0,0.0,-1.091,0.696,-0.856,0.301,0.274,0.121,6.624,-0.468,-6.549e-05,0.0,0.0,0.0,0.0,0.051,0.0003233,3.0,7.069,26.836,0.038,6.259,52.925,943.562,1110.052,0.05,0.081,1.22264,0.19558
12.95,599.1462744,-17.003268,0.338,76.371,0.566,-30.797,0.009,9.386925600000001,179.983,52.159,0.453,28.61,-80.6,0.998,155.741,-4.486e-07,0.034,-4.494e-06,612.886,130.0,2.105,0.021,37.677,28.454,3.075,0.065,1621000.0,0.0,-1.099,0.696,-0.858,0.301,0.274,0.121,6.57,-0.346,-0.0004555,0.0,0.0,0.0,0.0,0.041,0.0003243,3.0,7.069,26.188,0.038,6.084,52.936,943.657,1110.063,0.05,0.082,1.22264,0.19558
13,598.3004544,-16.837152000000003,0.34,76.468,0.554,-33.423,0.008,10.1873304,179.987,52.876,0.438,28.61,-80.6,0.998,155.749,-4.093e-07,0.031,2.859e-06,612.886,130.0,2.105,0.021,37.679,28.454,3.075,0.065,1619000.0,0.0,-1.097,0.696,-0.859,0.301,0.274,0.121,6.568,-0.333,-0.0001867,0.0,0.0,0.0,0.0,0.035,0.0003252,3.0,7.069,25.597,0.038,6.274,52.945,943.752,1110.074,0.05,0.082,1.22264,0.19558
